x_m,y_m,w_tr_right_m,w_tr_left_m,w_re_right_m,w_re_left_m
-16.54027376,0.358462892,0.85,0.85,0.85,0.85
-16.49606092,0.321342575,0.85,0.85,0.85,0.85
-16.45011039,0.284378479,0.85,0.85,0.85,0.85
-16.40231159,0.247635682,0.85,0.85,0.85,0.85
-16.35265207,0.21120847,0.85,0.85,0.85,0.85
-16.30123563,0.175222145,0.85,0.85,0.85,0.85
-16.24828474,0.139829787,0.85,0.85,0.85,0.85
-16.19413171,0.105210035,0.85,0.85,0.85,0.85
-16.13919174,0.071555927,0.85,0.85,0.85,0.85
-16.08392518,0.039062599,0.85,0.85,0.85,0.85
-16.02878746,0.007908217,0.85,0.85,0.85,0.85
-15.97418158,-0.021761847,0.85,0.85,0.85,0.85
-15.92041246,-0.04985277,0.85,0.85,0.85,0.85
-15.86765527,-0.076332331,0.85,0.85,0.85,0.85
-15.81594199,-0.101235726,0.85,0.85,0.85,0.85
-15.76516738,-0.124663155,0.85,0.85,0.85,0.85
-15.71511471,-0.146768461,0.85,0.85,0.85,0.85
-15.66549463,-0.167742614,0.85,0.85,0.85,0.85
-15.61599202,-0.187792563,0.85,0.85,0.85,0.85
-15.56631057,-0.207121165,0.85,0.85,0.85,0.85
-15.51621055,-0.225908659,0.85,0.85,0.85,0.85
-15.4655321,-0.244300599,0.85,0.85,0.85,0.85
-15.41420448,-0.262400302,0.85,0.85,0.85,0.85
-15.36224163,-0.280268632,0.85,0.85,0.85,0.85
-15.30972765,-0.297928664,0.85,0.85,0.85,0.85
-15.25679695,-0.315371123,0.85,0.85,0.85,0.85
-15.20361273,-0.332564579,0.85,0.85,0.85,0.85
-15.15034965,-0.349463912,0.85,0.85,0.85,0.85
-15.09717846,-0.366017403,0.85,0.85,0.85,0.85
-15.0442598,-0.382174611,0.85,0.85,0.85,0.85
-14.99173865,-0.397889896,0.85,0.85,0.85,0.85
-14.93974495,-0.413126268,0.85,0.85,0.85,0.85
-14.88839545,-0.427857834,0.85,0.85,0.85,0.85
-14.83779645,-0.442068317,0.85,0.85,0.85,0.85
-14.78804404,-0.455752289,0.85,0.85,0.85,0.85
-14.73922458,-0.46891258,0.85,0.85,0.85,0.85
-14.69141229,-0.481559175,0.85,0.85,0.85,0.85
-14.64466256,-0.493709487,0.85,0.85,0.85,0.85
-14.59900629,-0.505386333,0.85,0.85,0.85,0.85
-14.55444093,-0.516619818,0.85,0.85,0.85,0.85
-14.51092446,-0.527447521,0.85,0.85,0.85,0.85
-14.46837327,-0.537913604,0.85,0.85,0.85,0.85
-14.42665625,-0.548070922,0.85,0.85,0.85,0.85
-14.3856011,-0.557977932,0.85,0.85,0.85,0.85
-14.34499907,-0.567697083,0.85,0.85,0.85,0.85
-14.30461209,-0.577293163,0.85,0.85,0.85,0.85
-14.26418205,-0.586831575,0.85,0.85,0.85,0.85
-14.22344187,-0.596376225,0.85,0.85,0.85,0.85
-14.18212041,-0.605990787,0.85,0.85,0.85,0.85
-14.13995288,-0.61573751,0.85,0.85,0.85,0.85
-14.09668417,-0.625679345,0.85,0.85,0.85,0.85
-14.05207474,-0.635878649,0.85,0.85,0.85,0.85
-14.00590513,-0.646397629,0.85,0.85,0.85,0.85
-13.95797962,-0.657296317,0.85,0.85,0.85,0.85
-13.90813385,-0.668629152,0.85,0.85,0.85,0.85
-13.85624314,-0.680441108,0.85,0.85,0.85,0.85
-13.80222749,-0.692765265,0.85,0.85,0.85,0.85
-13.74606311,-0.70561794,0.85,0.85,0.85,0.85
-13.68778399,-0.718998213,0.85,0.85,0.85,0.85
-13.6274874,-0.732885681,0.85,0.85,0.85,0.85
-13.565327,-0.747242874,0.85,0.85,0.85,0.85
-13.50150743,-0.762016474,0.85,0.85,0.85,0.85
-13.43627062,-0.777140958,0.85,0.85,0.85,0.85
-13.36988059,-0.792543211,0.85,0.85,0.85,0.85
-13.30260727,-0.80814608,0.85,0.85,0.85,0.85
-13.23471192,-0.823872333,0.85,0.85,0.85,0.85
-13.16643504,-0.839649585,0.85,0.85,0.85,0.85
-13.09798842,-0.855411094,0.85,0.85,0.85,0.85
-13.02955055,-0.871098576,0.85,0.85,0.85,0.85
-12.96126472,-0.886664103,0.85,0.85,0.85,0.85
-12.89324081,-0.902069074,0.85,0.85,0.85,0.85
-12.82555751,-0.91728587,0.85,0.85,0.85,0.85
-12.7582637,-0.932297454,0.85,0.85,0.85,0.85
-12.69138248,-0.947096641,0.85,0.85,0.85,0.85
-12.62491159,-0.961687559,0.85,0.85,0.85,0.85
-12.55882742,-0.976083456,0.85,0.85,0.85,0.85
-12.49308966,-0.990305207,0.85,0.85,0.85,0.85
-12.42763981,-1.004382683,0.85,0.85,0.85,0.85
-12.36241014,-1.018349797,0.85,0.85,0.85,0.85
-12.29732094,-1.032246696,0.85,0.85,0.85,0.85
-12.23228765,-1.046115644,0.85,0.85,0.85,0.85
-12.16722186,-1.060000838,0.85,0.85,0.85,0.85
-12.10203343,-1.073947353,0.85,0.85,0.85,0.85
-12.03663846,-1.087997148,0.85,0.85,0.85,0.85
-11.97096376,-1.102186781,0.85,0.85,0.85,0.85
-11.9049533,-1.116544674,0.85,0.85,0.85,0.85
-11.83857806,-1.131085309,0.85,0.85,0.85,0.85
-11.77183776,-1.145809633,0.85,0.85,0.85,0.85
-11.70476304,-1.160703378,0.85,0.85,0.85,0.85
-11.63741457,-1.175738033,0.85,0.85,0.85,0.85
-11.56987027,-1.190878257,0.85,0.85,0.85,0.85
-11.50221864,-1.206085489,0.85,0.85,0.85,0.85
-11.43454801,-1.221324755,0.85,0.85,0.85,0.85
-11.36693734,-1.236571106,0.85,0.85,0.85,0.85
-11.29945983,-1.251808552,0.85,0.85,0.85,0.85
-11.23218369,-1.267032017,0.85,0.85,0.85,0.85
-11.16518241,-1.282243417,0.85,0.85,0.85,0.85
-11.09854909,-1.297443867,0.85,0.85,0.85,0.85
-11.03240181,-1.312631418,0.85,0.85,0.85,0.85
-10.96689254,-1.327792806,0.85,0.85,0.85,0.85
-10.90219996,-1.342903314,0.85,0.85,0.85,0.85
-10.8385235,-1.357924105,0.85,0.85,0.85,0.85
-10.77606355,-1.372806386,0.85,0.85,0.85,0.85
-10.71500607,-1.387492558,0.85,0.85,0.85,0.85
-10.65550547,-1.401921212,0.85,0.85,0.85,0.85
-10.59767349,-1.416031244,0.85,0.85,0.85,0.85
-10.54157484,-1.42976605,0.85,0.85,0.85,0.85
-10.48722968,-1.443075816,0.85,0.85,0.85,0.85
-10.43462086,-1.455920325,0.85,0.85,0.85,0.85
-10.38370365,-1.468270469,0.85,0.85,0.85,0.85
-10.3344152,-1.480109272,0.85,0.85,0.85,0.85
-10.2866802,-1.491430672,0.85,0.85,0.85,0.85
-10.24041461,-1.502239636,0.85,0.85,0.85,0.85
-10.19552678,-1.512548965,0.85,0.85,0.85,0.85
-10.15191505,-1.522377964,0.85,0.85,0.85,0.85
-10.10946722,-1.53175146,0.85,0.85,0.85,0.85
-10.06806047,-1.540697231,0.85,0.85,0.85,0.85
-10.02756188,-1.549248184,0.85,0.85,0.85,0.85
-9.987836241,-1.55744127,0.85,0.85,0.85,0.85
-9.94874707,-1.565320457,0.85,0.85,0.85,0.85
-9.910167108,-1.572935267,0.85,0.85,0.85,0.85
-9.871979774,-1.58034285,0.85,0.85,0.85,0.85
-9.834084498,-1.587605712,0.85,0.85,0.85,0.85
-9.796399058,-1.594788733,0.85,0.85,0.85,0.85
-9.758858638,-1.601955879,0.85,0.85,0.85,0.85
-9.721413335,-1.609165902,0.85,0.85,0.85,0.85
-9.684028792,-1.616465588,0.85,0.85,0.85,0.85
-9.646679598,-1.623887989,0.85,0.85,0.85,0.85
-9.609348771,-1.63144639,0.85,0.85,0.85,0.85
-9.572022816,-1.639134155,0.85,0.85,0.85,0.85
-9.53468995,-1.646923451,0.85,0.85,0.85,0.85
-9.497338189,-1.654766357,0.85,0.85,0.85,0.85
-9.459951865,-1.662599821,0.85,0.85,0.85,0.85
-9.422511084,-1.670349792,0.85,0.85,0.85,0.85
-9.384991165,-1.677937149,0.85,0.85,0.85,0.85
-9.347360481,-1.685286568,0.85,0.85,0.85,0.85
-9.30958339,-1.692331071,0.85,0.85,0.85,0.85
-9.271621691,-1.699018061,0.85,0.85,0.85,0.85
-9.233438343,-1.705313237,0.85,0.85,0.85,0.85
-9.195001885,-1.711200301,0.85,0.85,0.85,0.85
-9.156290746,-1.716681343,0.85,0.85,0.85,0.85
-9.117296718,-1.721773168,0.85,0.85,0.85,0.85
-9.07802716,-1.726503206,0.85,0.85,0.85,0.85
-9.038503513,-1.73090627,0.85,0.85,0.85,0.85
-8.99875831,-1.735021971,0.85,0.85,0.85,0.85
-8.958830332,-1.738891692,0.85,0.85,0.85,0.85
-8.918759288,-1.742557059,0.85,0.85,0.85,0.85
-8.878581548,-1.746058324,0.85,0.85,0.85,0.85
-8.838325579,-1.749434434,0.85,0.85,0.85,0.85
-8.798014623,-1.752719012,0.85,0.85,0.85,0.85
-8.757664462,-1.755940362,0.85,0.85,0.85,0.85
-8.717285608,-1.759120019,0.85,0.85,0.85,0.85
-8.676884083,-1.762274004,0.85,0.85,0.85,0.85
-8.636461326,-1.765412584,0.85,0.85,0.85,0.85
-8.596013083,-1.768543596,0.85,0.85,0.85,0.85
-8.55552738,-1.771674272,0.85,0.85,0.85,0.85
-8.514985259,-1.774811051,0.85,0.85,0.85,0.85
-8.474358661,-1.777962308,0.85,0.85,0.85,0.85
-8.433611752,-1.781135788,0.85,0.85,0.85,0.85
-8.392702622,-1.784338251,0.85,0.85,0.85,0.85
-8.351585768,-1.787575058,0.85,0.85,0.85,0.85
-8.310214377,-1.790850108,0.85,0.85,0.85,0.85
-8.268546066,-1.794164972,0.85,0.85,0.85,0.85
-8.226544739,-1.797520876,0.85,0.85,0.85,0.85
-8.184184953,-1.80091902,0.85,0.85,0.85,0.85
-8.141454971,-1.804360718,0.85,0.85,0.85,0.85
-8.098357857,-1.8078476,0.85,0.85,0.85,0.85
-8.054909907,-1.811381667,0.85,0.85,0.85,0.85
-8.011140601,-1.814963462,0.85,0.85,0.85,0.85
-7.967085729,-1.818593451,0.85,0.85,0.85,0.85
-7.922783135,-1.822271888,0.85,0.85,0.85,0.85
-7.878268646,-1.825998976,0.85,0.85,0.85,0.85
-7.833571649,-1.82977578,0.85,0.85,0.85,0.85
-7.788717781,-1.833602215,0.85,0.85,0.85,0.85
-7.743726641,-1.837478224,0.85,0.85,0.85,0.85
-7.698614034,-1.841403015,0.85,0.85,0.85,0.85
-7.653393832,-1.845374364,0.85,0.85,0.85,0.85
-7.60807847,-1.849389098,0.85,0.85,0.85,0.85
-7.562679059,-1.853443528,0.85,0.85,0.85,0.85
-7.517204288,-1.857534404,0.85,0.85,0.85,0.85
-7.471660818,-1.861658996,0.85,0.85,0.85,0.85
-7.42605312,-1.865815351,0.85,0.85,0.85,0.85
-7.380383409,-1.870002496,0.85,0.85,0.85,0.85
-7.334653137,-1.87421993,0.85,0.85,0.85,0.85
-7.288866257,-1.878465672,0.85,0.85,0.85,0.85
-7.243031774,-1.882735215,0.85,0.85,0.85,0.85
-7.197166725,-1.887020041,0.85,0.85,0.85,0.85
-7.151296376,-1.891307516,0.85,0.85,0.85,0.85
-7.105457111,-1.89557945,0.85,0.85,0.85,0.85
-7.059692297,-1.899814158,0.85,0.85,0.85,0.85
-7.014045705,-1.903989756,0.85,0.85,0.85,0.85
-6.968559048,-1.908085386,0.85,0.85,0.85,0.85
-6.923264257,-1.912085082,0.85,0.85,0.85,0.85
-6.878179312,-1.915979856,0.85,0.85,0.85,0.85
-6.833304814,-1.919769406,0.85,0.85,0.85,0.85
-6.788627983,-1.923460123,0.85,0.85,0.85,0.85
-6.744124306,-1.927064263,0.85,0.85,0.85,0.85
-6.699761954,-1.93059774,0.85,0.85,0.85,0.85
-6.655508875,-1.934076581,0.85,0.85,0.85,0.85
-6.611335461,-1.937515589,0.85,0.85,0.85,0.85
-6.56721661,-1.940927316,0.85,0.85,0.85,0.85
-6.523132127,-1.944321859,0.85,0.85,0.85,0.85
-6.479066635,-1.947706906,0.85,0.85,0.85,0.85
-6.435007621,-1.951088715,0.85,0.85,0.85,0.85
-6.390948011,-1.954470821,0.85,0.85,0.85,0.85
-6.346885788,-1.957854234,0.85,0.85,0.85,0.85
-6.302825258,-1.9612368,0.85,0.85,0.85,0.85
-6.258778189,-1.964612636,0.85,0.85,0.85,0.85
-6.214765305,-1.967971379,0.85,0.85,0.85,0.85
-6.170815512,-1.971298565,0.85,0.85,0.85,0.85
-6.126969747,-1.97457379,0.85,0.85,0.85,0.85
-6.083280839,-1.977769825,0.85,0.85,0.85,0.85
-6.039813232,-1.980854729,0.85,0.85,0.85,0.85
-5.996643371,-1.983789574,0.85,0.85,0.85,0.85
-5.953850848,-1.986532513,0.85,0.85,0.85,0.85
-5.911514952,-1.989041371,0.85,0.85,0.85,0.85
-5.869700915,-1.991277998,0.85,0.85,0.85,0.85
-5.828453014,-1.993212389,0.85,0.85,0.85,0.85
-5.787780081,-1.994825668,0.85,0.85,0.85,0.85
-5.747653749,-1.996111077,0.85,0.85,0.85,0.85
-5.708002435,-1.99707317,0.85,0.85,0.85,0.85
-5.668700346,-1.997718477,0.85,0.85,0.85,0.85
-5.629586206,-1.998059876,0.85,0.85,0.85,0.85
-5.590449289,-1.998105594,0.85,0.85,0.85,0.85
-5.551031088,-1.997852909,0.85,0.85,0.85,0.85
-5.511022627,-1.997282231,0.85,0.85,0.85,0.85
-5.470063215,-1.996350318,0.85,0.85,0.85,0.85
-5.427740885,-1.994979583,0.85,0.85,0.85,0.85
-5.383600755,-1.993045064,0.85,0.85,0.85,0.85
-5.337158093,-1.99036088,0.85,0.85,0.85,0.85
-5.287925475,-1.98665933,0.85,0.85,0.85,0.85
-5.235447203,-1.981580463,0.85,0.85,0.85,0.85
-5.179342109,-1.974661276,0.85,0.85,0.85,0.85
-5.119352224,-1.965341338,0.85,0.85,0.85,0.85
-5.055389765,-1.952987232,0.85,0.85,0.85,0.85
-4.987574737,-1.936935801,0.85,0.85,0.85,0.85
-4.916258615,-1.91656117,0.85,0.85,0.85,0.85
-4.842024703,-1.891348485,0.85,0.85,0.85,0.85
-4.765654599,-1.860970889,0.85,0.85,0.85,0.85
-4.688062176,-1.825349398,0.85,0.85,0.85,0.85
-4.610197841,-1.784684725,0.85,0.85,0.85,0.85
-4.532933477,-1.739452787,0.85,0.85,0.85,0.85
-4.456947448,-1.690363635,0.85,0.85,0.85,0.85
-4.382631598,-1.638293359,0.85,0.85,0.85,0.85
-4.310041716,-1.584202939,0.85,0.85,0.85,0.85
-4.23890595,-1.52906083,0.85,0.85,0.85,0.85
-4.168693728,-1.473781812,0.85,0.85,0.85,0.85
-4.098735401,-1.419188772,0.85,0.85,0.85,0.85
-4.028368215,-1.365995588,0.85,0.85,0.85,0.85
-3.957082143,-1.314806799,0.85,0.85,0.85,0.85
-3.884630874,-1.266119974,0.85,0.85,0.85,0.85
-3.811095015,-1.22033151,0.85,0.85,0.85,0.85
-3.7368772,-1.177733851,0.85,0.85,0.85,0.85
-3.662643193,-1.13850962,0.85,0.85,0.85,0.85
-3.58921472,-1.102728111,0.85,0.85,0.85,0.85
-3.517442454,-1.070341553,0.85,0.85,0.85,0.85
-3.448081099,-1.041189324,0.85,0.85,0.85,0.85
-3.381687232,-1.015011233,0.85,0.85,0.85,0.85
-3.318548865,-0.991465658,0.85,0.85,0.85,0.85
-3.25866482,-0.970151391,0.85,0.85,0.85,0.85
-3.201751944,-0.95062871,0.85,0.85,0.85,0.85
-3.147295981,-0.932440334,0.85,0.85,0.85,0.85
-3.094619706,-0.915129153,0.85,0.85,0.85,0.85
-3.042945228,-0.898241503,0.85,0.85,0.85,0.85
-2.991487371,-0.881344724,0.85,0.85,0.85,0.85
-2.939514829,-0.86403185,0.85,0.85,0.85,0.85
-2.8864053,-0.845927287,0.85,0.85,0.85,0.85
-2.831683017,-0.826694538,0.85,0.85,0.85,0.85
-2.775038877,-0.806045962,0.85,0.85,0.85,0.85
-2.716331598,-0.783751821,0.85,0.85,0.85,0.85
-2.655576241,-0.759650297,0.85,0.85,0.85,0.85
-2.592920413,-0.733656225,0.85,0.85,0.85,0.85
-2.528614279,-0.705763731,0.85,0.85,0.85,0.85
-2.462981715,-0.676051386,0.85,0.85,0.85,0.85
-2.396394652,-0.644679009,0.85,0.85,0.85,0.85
-2.329252173,-0.611879145,0.85,0.85,0.85,0.85
-2.261966036,-0.577946907,0.85,0.85,0.85,0.85
-2.19494378,-0.54322279,0.85,0.85,0.85,0.85
-2.1285763,-0.50807749,0.85,0.85,0.85,0.85
-2.063220374,-0.472892066,0.85,0.85,0.85,0.85
-1.999179211,-0.438041046,0.85,0.85,0.85,0.85
-1.936683538,-0.403877593,0.85,0.85,0.85,0.85
-1.875878749,-0.37072201,0.85,0.85,0.85,0.85
-1.816821556,-0.338858199,0.85,0.85,0.85,0.85
-1.759489435,-0.308530812,0.85,0.85,0.85,0.85
-1.703801748,-0.279947185,0.85,0.85,0.85,0.85
-1.649648215,-0.253278556,0.85,0.85,0.85,0.85
-1.596917732,-0.228658925,0.85,0.85,0.85,0.85
-1.545522135,-0.206182167,0.85,0.85,0.85,0.85
-1.49540755,-0.185894618,0.85,0.85,0.85,0.85
-1.446552941,-0.16778729,0.85,0.85,0.85,0.85
-1.398959701,-0.151792323,0.85,0.85,0.85,0.85
-1.352631819,-0.137781938,0.85,0.85,0.85,0.85
-1.307558037,-0.125576143,0.85,0.85,0.85,0.85
-1.263694123,-0.114954196,0.85,0.85,0.85,0.85
-1.220955108,-0.105671758,0.85,0.85,0.85,0.85
-1.179215096,-0.097479641,0.85,0.85,0.85,0.85
-1.138312102,-0.09014024,0.85,0.85,0.85,0.85
-1.098059862,-0.083440301,0.85,0.85,0.85,0.85
-1.058261274,-0.07719873,0.85,0.85,0.85,0.85
-1.018723129,-0.071269062,0.85,0.85,0.85,0.85
-0.979273129,-0.065539611,0.85,0.85,0.85,0.85
-0.939773769,-0.059928664,0.85,0.85,0.85,0.85
-0.900140215,-0.054382907,0.85,0.85,0.85,0.85
-0.860353753,-0.048871728,0.85,0.85,0.85,0.85
-0.820480003,-0.043385371,0.85,0.85,0.85,0.85
-0.78068417,-0.037934521,0.85,0.85,0.85,0.85
-0.741247119,-0.032550116,0.85,0.85,0.85,0.85
-0.702576031,-0.027281971,0.85,0.85,0.85,0.85
-0.665210867,-0.022199878,0.85,0.85,0.85,0.85
-0.629819383,-0.017392107,0.85,0.85,0.85,0.85
-0.597177385,-0.012961701,0.85,0.85,0.85,0.85
-0.568134207,-0.009023265,0.85,0.85,0.85,0.85
-0.543559137,-0.005693066,0.85,0.85,0.85,0.85
-0.524274994,-0.00308149,0.85,0.85,0.85,0.85
-0.510984737,-0.001282248,0.85,0.85,0.85,0.85
-0.504203402,-0.000364263,0.85,0.85,0.85,0.85
-0.310542059,0.024967685,0.85,0.85,0.85,0.85
-0.273545811,0.024668535,0.85,0.85,0.85,0.85
-0.221557322,0.039361628,0.85,0.85,0.85,0.85
-0.173836983,0.049786568,0.85,0.85,0.85,0.85
-0.136108485,0.050219669,0.85,0.85,0.85,0.85
